date,name,origin,price,specification
2025-09-22,进口西柚,南非/以色列,9,纸箱
2025-09-22,进口车厘子,加拿大/美国,75,纸箱
2025-09-22,进口蓝莓,秘鲁,41.25,纸箱
2025-09-22,进口西柑,澳大利亚/秘鲁,19.44,纸箱
2025-09-22,进口橙,美国/埃及,13.82,纸箱
2025-09-22,进口苹果,智利/新西兰/美国,13.42,纸箱
2024-09-22,草莓,云南,27.5,纸箱
2024-09-22,木瓜,海南,5.29,泡沫箱
2024-09-22,百香果,云南/广西,11,泡沫箱
2024-09-22,火龙果,广东/广西,5,胶框
2024-09-22,番石榴,广东,4.75,纸箱
2024-09-22,圣女果,山东/宁夏/广西,10,筐
2026-09-22,进口火龙果,越南,8.5,纸箱
2026-09-22,进口龙眼,泰国,15.5,特级
2026-09-22,进口榴莲,泰国,55.88,纸箱
2026-09-22,进口椰子,泰国,8.67,纸箱
2026-09-22,进口牛油果,秘鲁,25,纸箱
2026-09-22,进口西柚,南非/以色列,8.67,纸箱
2026-09-22,进口车厘子,加拿大/美国,73,纸箱
2026-09-22,进口蓝莓,秘鲁,43.75,纸箱
2026-09-22,进口西柑,澳大利亚/秘鲁,19.44,纸箱
2026-09-22,进口橙,美国/埃及,13.53,纸箱
2026-09-22,进口苹果,智利/新西兰/美国,13.68,纸箱
2025-09-22,草莓,云南,25.83,纸箱
2025-09-22,木瓜,海南,5,泡沫箱
2025-09-22,百香果,云南/广西,10.75,泡沫箱
2025-09-22,火龙果,广东/广西,5.33,胶框
2025-09-22,番石榴,广东,5,纸箱
2025-09-22,圣女果,山东/宁夏/广西,9.4,筐
2025-09-22,李,福建/四川,7,纸箱
2025-09-22,柑,广西/云南,3.72,胶框
2025-09-22,山楂,陕西,11.25,胶框
2023-09-22,百香果,云南/广西,11.5,泡沫箱
2023-09-22,火龙果,广东/广西,4.67,胶框
2023-09-22,番石榴,广东,4.5,纸箱
2023-09-22,圣女果,山东/宁夏/广西,11,筐
2023-09-22,李,福建/四川,7,纸箱
2023-09-22,柑,广西/云南,3.6,胶框
2023-09-22,山楂,陕西,12.5,胶框
2023-09-22,石榴,四川,6.43,纸箱
2023-09-22,西梅,新疆,22.5,纸箱
2023-09-22,柚,广东/福建,4.23,纸箱
2023-09-22,香梨,新疆,12.5,纸箱
2023-09-22,奇异果,陕西,18,纸箱
2023-09-22,苹果,陕西,9,胶箱
2023-09-22,布冧,陕西,6.79,纸箱
2023-09-22,柿子,广东/广西,5.33,胶框
2023-09-22,菠萝蜜,海南,5.5,个
2023-09-22,菠萝,广东,4.69,胶框
2023-09-22,梨,山西,6.32,纸箱
2023-09-22,枣,河北/山东,15,纸箱
2023-09-22,桃,陕西/山西/山东,9.44,纸箱
2025-09-22,石榴,四川,6.43,纸箱
2025-09-22,西梅,新疆,22.5,纸箱
2025-09-22,奇异果,陕西,17,纸箱
2025-09-22,苹果,陕西,10.3,胶箱
2025-09-22,柚,广东/福建,4.08,纸箱
2025-09-22,香梨,新疆,13.33,纸箱
2025-09-22,布冧,陕西,7.21,纸箱
2025-09-22,柿子,广东/广西,6.27,胶框
2025-09-22,菠萝蜜,海南,5.5,个
2025-09-22,菠萝,广东,4.49,胶框
2025-09-22,梨,山西,6.58,纸箱
2025-09-22,枣,河北/山东,16.71,纸箱
2025-09-22,桃,陕西/山西/山东,10.56,纸箱
2025-09-22,西瓜,黑龙江/广西/宁夏/内蒙古,5.07,纸箱
2025-09-22,柠檬,四川/广东,8.57,纸箱
2025-09-22,提子,云南/辽宁/新疆,13.33,胶框
2025-09-22,哈密瓜,新疆,4.46,纸箱
2025-09-22,香蕉,广东/海南,4.75,纸箱
2025-09-22,橙,广西/江西/湖南/重庆/湖北,6.33,胶箱
2025-09-22,进口泰柚,泰国,17.37,纸箱
2028-09-22,梨,山西,6.32,纸箱
2028-09-22,枣,河北/山东,17.14,纸箱
2028-09-22,桃,陕西/山西/山东,9.72,纸箱
2028-09-22,西瓜,黑龙江/广西/宁夏/内蒙古,4.5,纸箱
2028-09-22,柠檬,四川/广东,8.86,纸箱
2028-09-22,提子,云南/辽宁/新疆,12.5,胶框
2028-09-22,哈密瓜,新疆,4.46,纸箱
2028-09-22,香蕉,广东,4.3,纸箱
2028-09-22,橙,广西/江西/湖南/重庆/湖北,6.3,胶箱
2028-09-22,进口泰柚,泰国,17.37,纸箱
2028-09-22,进口山竹,泰国/印尼,25,特级
2028-09-22,进口菠萝,菲律宾,9.5,纸箱
2028-09-22,进口火龙果,越南,8.5,纸箱
2028-09-22,进口龙眼,泰国,15.5,特级
2028-09-22,进口榴莲,泰国,52.94,纸箱
2028-09-22,进口椰子,泰国,9,纸箱
2028-09-22,进口牛油果,秘鲁,24,纸箱
2028-09-22,进口李,美国,17.78,纸箱
2028-09-22,进口西柚,南非/以色列,8.67,纸箱
2028-09-22,进口车厘子,加拿大/美国,66,纸箱
2029-09-22,西瓜,黑龙江/广西/宁夏/内蒙古/甘肃,4.36,纸箱
2029-09-22,柠檬,四川/广东,9.29,纸箱
2029-09-22,提子,云南/辽宁/新疆,13.33,胶框
2029-09-22,哈密瓜,新疆,4.29,纸箱
2029-09-22,香蕉,广东/海南,4.05,纸箱
2029-09-22,橙,广西/江西/湖南/重庆/湖北,6.37,胶箱
2029-09-22,进口泰柚,泰国,16.84,纸箱
2029-09-22,进口菠萝蜜,泰国,4.5,纸箱
2029-09-22,进口山竹,泰国/印尼,23.75,特级
2029-09-22,进口菠萝,菲律宾,8.75,纸箱
2029-09-22,进口火龙果,越南,7.5,纸箱
2029-09-22,进口龙眼,泰国,15.25,特级
2029-09-22,进口榴莲,泰国,52.94,纸箱
2029-09-22,进口椰子,泰国,8,纸箱
2029-09-22,进口李,美国,17.78,纸箱
2029-09-22,进口西柚,南非/以色列,8.67,纸箱
2029-09-22,进口车厘子,加拿大/美国,64,纸箱
2029-09-22,进口牛油果,秘鲁,25,纸箱
2029-09-22,进口蓝莓,秘鲁,43.75,纸箱
2029-09-22,进口西柑,澳大利亚/秘鲁,19.44,纸箱
2002-10-22,黄花梨,福建,3.8,纸箱
2002-10-22,奇异果,陕西,15.5,纸箱
2002-10-22,柿,陕西,6.27,胶框
2002-10-22,枣,陕西/山西,13.57,纸箱
2002-10-22,香梨,新疆,12,纸箱
2002-10-22,梨,山西,5.68,纸箱
2002-10-22,菠萝,广东,4.89,筐
2002-10-22,桃,湖北,9,纸箱
2002-10-22,橙,广西/江西/湖南/重庆/湖北,6,胶框
2002-10-22,菠萝蜜,海南,6.4,个
2002-10-22,香蕉,广东/海南,4.1,纸箱
2002-10-22,哈密瓜,新疆,4.46,纸箱
2002-10-22,西瓜,黑龙江/广西/宁夏/内蒙古/甘肃,4.82,纸箱
2002-10-22,柠檬,四川/广东,9.29,纸箱
2002-10-22,提子,云南/辽宁/新疆,12.08,胶框
2002-10-22,苹果,陕西/山东/新疆,10.75,纸箱
2002-10-22,进口泰柚,泰国,16.84,纸箱
2002-10-22,进口菠萝蜜,泰国,5.3,纸箱
2002-10-22,进口龙眼,泰国,15.75,特级
2002-10-22,进口菠萝,菲律宾,9,纸箱
2003-10-22,柠檬,四川/广东,9.29,纸箱
2003-10-22,枣,陕西/山西,13.29,纸箱
2003-10-22,香梨,新疆,11.5,纸箱
2003-10-22,梨,山西,5.55,纸箱
2003-10-22,菠萝,广东,5.14,筐
2003-10-22,桃,湖北,8.89,纸箱
2003-10-22,橙,广西/江西/湖南/重庆/湖北,5.88,胶框
2003-10-22,菠萝蜜,海南,6.65,个
2003-10-22,香蕉,广东/海南,4.15,纸箱
2003-10-22,哈密瓜,新疆,4.36,纸箱
2003-10-22,西瓜,黑龙江/广西/宁夏/内蒙古/甘肃,4.82,纸箱
2003-10-22,苹果,陕西/山东/新疆,10.75,纸箱
2003-10-22,提子,云南/辽宁/新疆,12.33,胶框
2003-10-22,进口菠萝蜜,泰国,5.65,纸箱
2003-10-22,进口菠萝,菲律宾,8.75,纸箱
2003-10-22,进口龙眼,泰国,15.75,特级
2003-10-22,进口泰柚,泰国,17.11,纸箱
2003-10-22,进口火龙果,越南,8.5,纸箱
2003-10-22,进口椰子,泰国,8.6,纸箱
2003-10-22,进口山竹,泰国/印尼,25.94,特级
2004-10-22,进口柠檬,南非/智利,14.67,纸箱
2004-10-22,进口蓝莓,智利/秘鲁,52.5,纸箱
2004-10-22,进口牛油果,秘鲁,27.5,纸箱
2004-10-22,进口西柑,智利/南非,19.44,纸箱
2004-10-22,进口橙,埃及/美国,13.82,纸箱
2004-10-22,进口苹果,智利/美国,15,纸箱
2003-10-22,木瓜,海南,2.57,泡沫箱
2003-10-22,百香果,云南/广西,9.9,泡沫箱
2003-10-22,火龙果,广东/广西,3.6,胶框
2003-10-22,番石榴,广东,4.88,纸箱
2003-10-22,圣女果,山东/宁夏/广西,9.5,筐
2003-10-22,李,福建/四川,7.77,纸箱
2003-10-22,柑,广西/云南,3.66,胶框
2003-10-22,石榴,四川,6.46,纸箱
2003-10-22,西梅,新疆,16.88,纸箱
2003-10-22,柚,广东/福建,3.46,纸箱
2003-10-22,布冧,陕西,9.29,纸箱
2003-10-22,黄花梨,福建,3.67,纸箱
2003-10-22,奇异果,陕西,16,纸箱
2003-10-22,柿,陕西,6.2,胶框
2004-10-22,菠萝,广东,5.14,筐
2004-10-22,桃,湖北,8.89,纸箱
2004-10-22,橙,广西/江西/湖南/重庆/湖北,5.87,胶框
2004-10-22,菠萝蜜,海南,6.65,个
2004-10-22,香蕉,广东/海南,4,纸箱
2004-10-22,哈密瓜,新疆,4.29,纸箱
2004-10-22,西瓜,黑龙江/广西/宁夏/内蒙古/甘肃,4.86,纸箱
2004-10-22,苹果,陕西/山东/新疆,10.7,纸箱
2004-10-22,提子,云南/辽宁/新疆,12.17,胶框
2004-10-22,进口山竹,泰国/印尼,25.94,特级
2004-10-22,进口菠萝,泰国,8.75,纸箱
2004-10-22,进口龙眼,泰国,15.5,特级
2004-10-22,进口椰青,泰国,7.5,纸箱
2004-10-22,进口火龙果,越南,9.5,纸箱
2004-10-22,进口椰子,泰国,9,纸箱
2004-10-22,进口榴莲,泰国/越南,52.94,纸箱
2004-10-22,进口李,美国,18.06,纸箱
2004-10-22,进口车厘子,加拿大/美国,64,纸箱
2004-10-22,进口西柚,南非/以色列,8,纸箱
2004-10-22,进口啤梨,新西兰/智利,21.11,纸箱
2029-09-22,芒果,广西/四川,8,筐
2029-09-22,百香果,云南/广西,9.5,泡沫箱
2029-09-22,火龙果,广东/广西,3.67,胶框
2029-09-22,番石榴,广东,5,纸箱
2029-09-22,圣女果,山东/宁夏/广西,10,筐
2029-09-22,李,福建/四川,8.67,纸箱
2029-09-22,柑,广西/云南,3.4,胶框
2029-09-22,石榴,四川,6.07,纸箱
2029-09-22,柚,广东/福建,3.46,纸箱
2029-09-22,西梅,新疆,20,纸箱
2029-09-22,奇异果,陕西,15.6,纸箱
2029-09-22,布冧,陕西,8.93,纸箱
2029-09-22,苹果,陕西/山东/新疆,12,胶箱
2029-09-22,香梨,新疆,11.67,纸箱
2029-09-22,柿子,陕西/广东/广西,6,胶框
2029-09-22,菠萝蜜,海南,6,个
2029-09-22,菠萝,广东,4.51,胶框
2029-09-22,梨,山西,6.21,纸箱
2029-09-22,枣,河北/山东,14.29,纸箱
2029-09-22,桃,湖北,10,纸箱
2005-10-22,进口西柑,智利/南非,19.44,纸箱
2005-10-22,进口橙,埃及/美国,14.12,纸箱
2005-10-22,进口苹果,智利/美国,15.53,纸箱
2004-10-22,芒果,广西/四川,7.4,筐
2004-10-22,百香果,云南/广西,9.9,泡沫箱
2004-10-22,火龙果,广东/广西,3.6,胶框
2004-10-22,番石榴,广东,4.85,纸箱
2004-10-22,圣女果,山东/宁夏/广西,9.5,筐
2004-10-22,李,福建/四川,7.77,纸箱
2004-10-22,柑,广西/云南,3.6,胶框
2004-10-22,石榴,四川,6.43,纸箱
2004-10-22,柚,广东/福建,3.46,纸箱
2004-10-22,布冧,陕西,9,纸箱
2004-10-22,黄花梨,福建,3.53,纸箱
2004-10-22,奇异果,陕西,15.8,纸箱
2004-10-22,柿子,陕西/广西,6.13,胶框
2004-10-22,柠檬,四川/广东,9.29,纸箱
2004-10-22,枣,山西/陕西,13.14,纸箱
2004-10-22,香梨,新疆,11.33,纸箱
2004-10-22,梨,山西,5.55,纸箱
2005-10-22,百香果,云南/广西,9,泡沫箱
2005-10-22,火龙果,广东/广西,3.67,胶框
2005-10-22,番石榴,广东,4.75,纸箱
2005-10-22,圣女果,山东/宁夏/广西,9,筐
2005-10-22,李,福建/四川,7.33,纸箱
2005-10-22,柑,广西/云南,3.6,胶框
2005-10-22,石榴,四川,6.79,纸箱
2005-10-22,柚,广东/福建,3.85,纸箱
2005-10-22,布冧,陕西,9.29,纸箱
2005-10-22,西梅,新疆,17.5,纸箱
2005-10-22,奇异果,陕西,15,纸箱
2005-10-22,柿子,陕西/广西/广东,5.87,胶框
2005-10-22,枣,陕西/山西,12.86,纸箱
2005-10-22,香梨,新疆,11.67,纸箱
2005-10-22,梨,河北,5.26,纸箱
2005-10-22,菠萝,广东/海南,4.5,筐
2005-10-22,桃,湖北/陕西,10,纸箱
2005-10-22,橙,江西,7.67,胶框
2005-10-22,菠萝蜜,广西,6,个
2005-10-22,香蕉,广东,4.25,纸箱
2006-10-22,苹果,山东/陕西/新疆,9.5,纸箱
2006-10-22,进口椰青,泰国,7,纸箱
2006-10-22,进口菠萝,泰国,9.5,纸箱
2006-10-22,进口泰柚,泰国,16.84,纸箱
2006-10-22,进口山竹,泰国,25.29,特级
2006-10-22,进口龙眼,泰国,16.5,特级
2006-10-22,进口菠萝蜜,泰国,5.5,纸箱
2006-10-22,进口火龙果,越南,8.89,纸箱
2006-10-22,进口椰子,泰国,9.33,纸箱
2006-10-22,进口榴莲,泰国/越南,53.16,纸箱
2006-10-22,进口西柚,南非/以色列,7.67,纸箱
2006-10-22,进口啤梨,新西兰/智利,20,纸箱
2006-10-22,进口柠檬,南非/智利,14,纸箱
2006-10-22,进口蓝莓,智利/秘鲁,52.5,纸箱
2006-10-22,进口西柑,智利/南非,20,纸箱
2006-10-22,进口牛油果,秘鲁,28.75,纸箱
2006-10-22,进口橙,埃及/美国,13.82,纸箱
2006-10-22,进口苹果,智利/美国,16.05,纸箱
2005-10-22,山楂,陕西,10,胶框
2005-10-22,芒果,广西/四川,7.6,筐
2006-10-22,李,福建/四川,8,纸箱
2006-10-22,柑,广西/云南,3.4,胶框
2006-10-22,石榴,四川,7.14,纸箱
2006-10-22,柚,广东/福建,3.85,纸箱
2006-10-22,布冧,陕西,8.57,纸箱
2006-10-22,西梅,新疆,17.5,纸箱
2006-10-22,奇异果,陕西,16,纸箱
2006-10-22,柿子,陕西/广西,5.33,胶框
2006-10-22,枣,陕西/山西,14,纸箱
2006-10-22,香梨,新疆,12.5,纸箱
2006-10-22,梨,河北,5,纸箱
2006-10-22,菠萝,广东,4.2,筐
2006-10-22,桃,湖北/陕西,10,纸箱
2006-10-22,橙,江西/湖南/四川,8.8,胶框
2006-10-22,菠萝蜜,广西,5.83,个
2006-10-22,香蕉,广东,4.25,纸箱
2006-10-22,哈密瓜,新疆/海南,4.74,纸箱
2006-10-22,西瓜,黑龙江/宁夏/内蒙古/甘肃,4.07,纸箱
2006-10-22,柠檬,四川/广东,9.71,纸箱
2006-10-22,提子,云南/新疆,10,胶框
2007-10-22,进口菠萝,泰国,9.25,纸箱
2007-10-22,进口山竹,泰国,24.71,特级
2007-10-22,进口龙眼,泰国,16.7,特级
2007-10-22,进口火龙果,越南,8.61,纸箱
2007-10-22,进口椰子,泰国,9.33,纸箱
2007-10-22,进口榴莲,泰国/越南,53.42,纸箱
2007-10-22,进口西柚,南非/以色列,7.67,纸箱
2007-10-22,进口啤梨,新西兰/智利,19.89,纸箱
2007-10-22,进口柠檬,南非/智利,14.07,纸箱
2007-10-22,进口蓝莓,智利/秘鲁,51.25,纸箱
2007-10-22,进口西柑,智利/南非,20.28,纸箱
2007-10-22,进口牛油果,秘鲁,28.13,纸箱
2007-10-22,进口橙,埃及/美国,13.68,纸箱
2007-10-22,进口苹果,智利/美国,16.18,纸箱
2006-10-22,山楂,陕西,11.25,胶框
2006-10-22,芒果,广西/四川,8,筐
2006-10-22,百香果,云南/广西,8.5,泡沫箱
2006-10-22,火龙果,广东/广西,3.33,胶框
2006-10-22,番石榴,广东,5,纸箱
2006-10-22,圣女果,山东/宁夏/广西,10,筐
2007-10-22,柚,广东/福建,3.77,纸箱
2007-10-22,布冧,陕西,8.71,纸箱
2007-10-22,西梅,新疆,18.13,纸箱
2007-10-22,奇异果,陕西,15.7,纸箱
2007-10-22,柿子,陕西/广西,5.13,胶框
2007-10-22,枣,陕西/山西,13.5,纸箱
2007-10-22,香梨,新疆,12.08,纸箱
2007-10-22,梨,河北,4.89,纸箱
2007-10-22,菠萝,广东,4.1,筐
2007-10-22,桃,湖北/陕西,9.72,纸箱
2007-10-22,橙,江西/湖南/四川,8.67,胶框
2007-10-22,菠萝蜜,广西,5.75,个
2007-10-22,香蕉,广东,4.35,纸箱
2007-10-22,哈密瓜,新疆/海南,5,纸箱
2007-10-22,西瓜,黑龙江/宁夏/内蒙古/甘肃,4,纸箱
2007-10-22,柠檬,四川/广东,9.86,纸箱
2007-10-22,提子,云南/新疆,9.58,胶框
2007-10-22,苹果,山东/陕西/新疆,9.25,纸箱
2007-10-22,进口菠萝蜜,泰国,5.5,纸箱
2007-10-22,进口椰青,泰国,7,纸箱
2008-10-22,奇异果,陕西,17,纸箱
2008-10-22,柿子,陕西/广西,4.67,胶框
2008-10-22,枣,陕西/山西,15,纸箱
2008-10-22,香梨,新疆,10,纸箱
2008-10-22,梨,河北,5.68,纸箱
2008-10-22,菠萝,广东,4,筐
2008-10-22,桃,湖北/陕西,10,纸箱
2008-10-22,橙,江西/湖南/四川,8.67,胶框
2008-10-22,菠萝蜜,广西,5.83,个
2008-10-22,香蕉,广东/海南,4.25,纸箱
2008-10-22,哈密瓜,新疆/海南,5.79,纸箱
2008-10-22,西瓜,黑龙江/内蒙古/甘肃/山东/广东,3.67,纸箱
2008-10-22,柠檬,四川/广东,9.14,纸箱
2008-10-22,提子,云南/新疆,9.17,胶框
2008-10-22,苹果,山东/陕西,10,纸箱
2008-10-22,进口菠萝蜜,泰国,5.5,纸箱
2008-10-22,进口椰青,泰国,7,纸箱
2008-10-22,进口菠萝,泰国,9.5,纸箱
2008-10-22,进口山竹,泰国,24.12,特级
2008-10-22,进口龙眼,泰国,17.5,特级
2005-10-22,哈密瓜,新疆/海南,4.29,纸箱
2005-10-22,西瓜,黑龙江/宁夏/内蒙古/甘肃,4.53,纸箱
2005-10-22,柠檬,四川/广东,9.29,纸箱
2005-10-22,提子,云南/新疆,11.67,胶框
2005-10-22,苹果,山东/陕西/新疆,10.5,纸箱
2005-10-22,进口菠萝,泰国,8.75,纸箱
2005-10-22,进口椰青,泰国,8,纸箱
2005-10-22,进口山竹,泰国,26.88,特级
2005-10-22,进口龙眼,泰国,15.5,特级
2005-10-22,进口泰柚,泰国,17.37,纸箱
2005-10-22,进口火龙果,越南,9.72,纸箱
2005-10-22,进口椰子,泰国,10,纸箱
2005-10-22,进口榴莲,泰国/越南,52.63,纸箱
2005-10-22,进口李,美国,17.78,纸箱
2005-10-22,进口车厘子,加拿大/美国,64,纸箱
2005-10-22,进口西柚,南非/以色列,8,纸箱
2005-10-22,进口啤梨,新西兰/智利,20.56,纸箱
2005-10-22,进口牛油果,秘鲁,26.25,纸箱
2005-10-22,进口柠檬,南非/智利,14.67,纸箱
2005-10-22,进口蓝莓,智利/秘鲁,57.5,纸箱
2009-10-22,进口西柚,南非/以色列,8.5,纸箱
2009-10-22,进口柠檬,南非/智利,14.33,纸箱
2009-10-22,进口牛油果,秘鲁,29.38,纸箱
2009-10-22,进口蓝莓,智利/秘鲁,45,纸箱
2009-10-22,进口西柑,智利/南非,20.56,纸箱
2009-10-22,进口车厘子,智利/加拿大/美国/阿根廷,68,纸箱
2009-10-22,进口橙,埃及/美国,13.68,纸箱
2009-10-22,进口苹果,智利/美国,16.71,纸箱
2008-10-22,山楂,陕西,10.5,胶框
2008-10-22,芒果,广西/四川,7.5,筐
2008-10-22,百香果,云南/广西,9.5,泡沫箱
2008-10-22,火龙果,广东/广西,4,胶框
2008-10-22,番石榴,广东,4.5,纸箱
2008-10-22,圣女果,山东/宁夏/广西,8,筐
2008-10-22,李,福建/四川,8,纸箱
2008-10-22,柑,广西/云南,3.6,胶框
2008-10-22,石榴,四川,6.79,纸箱
2008-10-22,柚,福建,4.23,纸箱
2008-10-22,布冧,陕西,8.57,纸箱
2008-10-22,西梅,新疆,17.5,纸箱
2009-10-22,香梨,新疆,9.87,纸箱
2009-10-22,梨,河北,5.45,纸箱
2009-10-22,菠萝,广东,4,筐
2009-10-22,桃,湖北/陕西,10.63,纸箱
2009-10-22,橙,江西/湖南/四川,8.5,胶框
2009-10-22,菠萝蜜,广西,5.67,个
2009-10-22,香蕉,广东/海南,4.4,纸箱
2009-10-22,哈密瓜,新疆/海南,6.05,纸箱
2009-10-22,西瓜,黑龙江/内蒙古/甘肃/山东/广东,3.8,纸箱
2009-10-22,柠檬,四川/广东,9.29,纸箱
2009-10-22,提子,云南/新疆,9.25,胶框
2009-10-22,苹果,山东/陕西,9.65,纸箱
2009-10-22,进口菠萝蜜,泰国,5.63,纸箱
2009-10-22,进口椰青,泰国,7.25,纸箱
2009-10-22,进口菠萝,泰国,9.75,纸箱
2009-10-22,进口山竹,泰国,23.53,特级
2009-10-22,进口龙眼,泰国,17.5,特级
2009-10-22,进口火龙果,越南,8.06,纸箱
2009-10-22,进口椰子,泰国,9.17,纸箱
2009-10-22,进口榴莲,泰国/越南,52.63,纸箱
2010-10-22,进口西柑,智利/南非,20,纸箱
2010-10-22,进口牛油果,秘鲁,31.25,纸箱
2010-10-22,进口蓝莓,秘鲁,45,纸箱
2010-10-22,进口橙,美国/埃及,14.12,纸箱
2010-10-22,进口苹果,智利/新西兰/美国,15.79,纸箱
2009-10-22,山楂,陕西,10.13,胶框
2009-10-22,芒果,广西/四川,7.55,筐
2009-10-22,百香果,云南/广西,9.75,泡沫箱
2009-10-22,火龙果,广东/广西,4.1,胶框
2009-10-22,番石榴,广东,4.48,纸箱
2009-10-22,圣女果,山东/宁夏/广西,8,筐
2009-10-22,李,福建/四川,7.93,纸箱
2009-10-22,柑,广西/云南,3.62,胶框
2009-10-22,石榴,四川,6.86,纸箱
2009-10-22,柚,福建,4.15,纸箱
2009-10-22,布冧,陕西,8.57,纸箱
2009-10-22,西梅,新疆,17.75,纸箱
2009-10-22,奇异果,陕西,17,纸箱
2009-10-22,柿子,陕西/广西,4.8,胶框
2009-10-22,枣,陕西/山西,14.6,纸箱
2010-10-22,菠萝蜜,海南,5.5,个
2010-10-22,菠萝,广东,4.2,胶框
2010-10-22,梨,山西,5.91,纸箱
2010-10-22,枣,河北/山东,13,纸箱
2010-10-22,桃,湖北/陕西,9.44,纸箱
2010-10-22,西瓜,黑龙江/内蒙古/甘肃/山东/广东,3.67,纸箱
2010-10-22,柠檬,四川/广东,9.14,纸箱
2010-10-22,提子,云南/新疆,10.83,胶框
2010-10-22,哈密瓜,新疆/海南,5.71,纸箱
2010-10-22,香蕉,广东,4.4,纸箱
2010-10-22,橙,江西/湖南/四川,8.33,胶箱
2010-10-22,进口椰青,泰国,7.25,纸箱
2010-10-22,进口菠萝蜜,泰国,5.25,纸箱
2010-10-22,进口山竹,泰国/印尼,23.75,特级
2010-10-22,进口菠萝,菲律宾,9,纸箱
2010-10-22,进口火龙果,越南,8.06,纸箱
2010-10-22,进口龙眼,泰国,16.5,特级
2010-10-22,进口榴莲,泰国/越南,52.11,纸箱
2010-10-22,进口椰子,泰国,8.67,纸箱
2010-10-22,进口柠檬,南非/智利,14.33,纸箱
2003-10-22,进口榴莲,泰国,52.79,纸箱
2003-10-22,进口李,美国,18.06,纸箱
2003-10-22,进口车厘子,加拿大/美国,64,纸箱
2003-10-22,进口西柚,南非/以色列,8,纸箱
2003-10-22,进口蓝莓,秘鲁,48.75,纸箱
2003-10-22,进口牛油果,秘鲁,23.5,纸箱
2003-10-22,进口西柑,澳大利亚/秘鲁,20,纸箱
2003-10-22,进口橙,美国/埃及,14.56,纸箱
2003-10-22,进口苹果,智利/新西兰/美国,14.87,纸箱
2002-10-22,木瓜,海南,2.71,泡沫箱
2002-10-22,百香果,云南/广西,9.78,泡沫箱
2002-10-22,火龙果,广东/广西,3.73,胶框
2002-10-22,番石榴,广东,5.03,纸箱
2002-10-22,圣女果,山东/宁夏/广西,9.7,筐
2002-10-22,李,福建/四川,7.93,纸箱
2002-10-22,柑,广西/云南,3.76,胶框
2002-10-22,石榴,四川,6.46,纸箱
2002-10-22,西梅,新疆,17.5,纸箱
2002-10-22,柚,广东/福建,3.23,纸箱
2002-10-22,布冧,陕西,9.21,纸箱
2011-10-22,进口牛油果,秘鲁,33.75,纸箱
2011-10-22,进口蓝莓,秘鲁,43.75,纸箱
2011-10-22,进口橙,美国/埃及,14.41,纸箱
2011-10-22,进口苹果,智利/新西兰/美国,14.74,纸箱
2010-10-22,山楂,陕西,10,胶框
2010-10-22,芒果,广西/四川,8.5,筐
2010-10-22,百香果,云南/广西,10,泡沫箱
2010-10-22,火龙果,广东/广西,4.33,胶框
2010-10-22,番石榴,广东,4.6,纸箱
2010-10-22,圣女果,山东/宁夏/广西,7.5,筐
2010-10-22,李,福建/四川,8,纸箱
2010-10-22,柑,广西/云南,3.4,胶框
2010-10-22,石榴,四川,6.79,纸箱
2010-10-22,柚,福建,4.62,纸箱
2010-10-22,西梅,新疆,17.5,纸箱
2010-10-22,苹果,山东/陕西/新疆/四川,10,纸箱
2010-10-22,布冧,陕西,7.86,纸箱
2010-10-22,奇异果,陕西,17.2,纸箱
2010-10-22,香梨,新疆,10,纸箱
2010-10-22,柿子,陕西,4.67,胶框
2012-10-22,进口橙,美国/埃及,14.71,纸箱
2012-10-22,进口苹果,智利/新西兰/美国,14.47,纸箱
2011-10-22,桔,广西,7,胶框
2011-10-22,芒果,四川,8.8,筐
2011-10-22,百香果,云南/广西,10.5,泡沫箱
2011-10-22,火龙果,广东/广西,4.67,胶框
2011-10-22,番石榴,广东,4.5,纸箱
2011-10-22,圣女果,山东/宁夏/广西,8,筐
2011-10-22,李,福建/四川,7.67,纸箱
2011-10-22,柑,广西/云南,4,胶框
2011-10-22,石榴,四川,6.79,纸箱
2011-10-22,柚,福建,5,纸箱
2011-10-22,布冧,陕西,7.86,纸箱
2011-10-22,西梅,新疆,18.75,纸箱
2011-10-22,苹果,山东/陕西/新疆/四川,10,胶箱
2011-10-22,奇异果,陕西,17.2,纸箱
2011-10-22,香梨,新疆,10.83,纸箱
2011-10-22,柿子,陕西/广西,4,胶框
2011-10-22,菠萝蜜,海南,4.5,个
2011-10-22,菠萝,广东,4.2,胶框
2012-10-22,西瓜,黑龙江/内蒙古/甘肃/山东/广东,3.64,纸箱
2012-10-22,柠檬,四川/广东,8.57,纸箱
2012-10-22,提子,云南/新疆,13.33,胶框
2012-10-22,哈密瓜,新疆/海南,5.43,纸箱
2012-10-22,香蕉,广东,4.5,纸箱
2012-10-22,橙,江西/湖南/四川,9.67,胶箱
2012-10-22,进口菠萝,菲律宾,9,纸箱
2012-10-22,进口椰青,泰国,6.5,纸箱
2012-10-22,进口山竹,泰国/印尼,22.81,特级
2012-10-22,进口泰柚,泰国,14.74,纸箱
2012-10-22,进口火龙果,越南,8.5,纸箱
2012-10-22,进口龙眼,泰国,15.5,特级
2012-10-22,进口榴莲,泰国/越南,50.53,纸箱
2012-10-22,进口椰子,泰国,7.67,纸箱
2012-10-22,进口柠檬,南非,13.33,纸箱
